date,wind_speed,pressure,wave_height,water_level,label
2015-01-20 00:00:00,4.03,1011.63,1.8,0.36,NORMAL
2015-01-20 06:00:00,3.64,1006.95,1.55,0.71,NORMAL
2015-01-20 12:00:00,4.33,1012.4,0.54,0.37,NORMAL
2015-01-20 18:00:00,2.0,1011.66,1.53,0.6,NORMAL
2015-01-21 00:00:00,7.07,1008.23,1.58,0.89,NORMAL
2015-01-21 06:00:00,4.07,1014.95,0.92,0.78,NORMAL
2015-01-21 12:00:00,5.68,1010.35,1.67,0.69,NORMAL
2015-01-21 18:00:00,5.78,1011.43,1.2,0.58,NORMAL
2015-01-22 00:00:00,6.38,1011.54,1.21,0.57,NORMAL
2015-01-22 06:00:00,7.69,1010.11,1.82,0.25,NORMAL
2015-01-22 12:00:00,3.49,1008.81,1.52,0.25,NORMAL
2015-01-22 18:00:00,4.81,1014.77,1.9,0.51,NORMAL
2015-01-23 00:00:00,2.58,1014.67,1.48,0.61,NORMAL
2015-01-23 06:00:00,2.49,1010.19,0.75,0.81,NORMAL
2015-01-23 12:00:00,6.89,1007.13,1.17,0.52,NORMAL
2015-01-23 18:00:00,4.14,1013.05,1.97,0.24,NORMAL
2015-01-24 00:00:00,6.06,1008.34,0.74,0.34,NORMAL
2015-01-24 06:00:00,2.23,1014.88,1.21,0.85,NORMAL
2015-01-24 12:00:00,6.25,1008.18,1.05,0.68,NORMAL
2015-01-24 18:00:00,5.96,1006.14,0.88,0.24,NORMAL
2015-01-25 00:00:00,5.42,1009.47,0.81,0.37,NORMAL
2015-01-25 06:00:00,4.13,1007.26,1.8,0.44,NORMAL
2015-01-25 12:00:00,2.71,1013.09,1.61,0.73,NORMAL
2015-01-25 18:00:00,4.72,1009.54,1.37,1.0,NORMAL
2015-01-26 00:00:00,3.72,1012.6,1.81,0.85,NORMAL
2015-01-26 06:00:00,6.41,1005.5,1.69,0.21,NORMAL
2015-01-26 12:00:00,7.3,1014.34,0.8,0.42,NORMAL
2015-01-26 18:00:00,4.26,1008.68,1.11,0.35,NORMAL
2015-01-27 00:00:00,4.53,1013.28,1.53,0.53,NORMAL
2015-01-27 06:00:00,7.95,1011.29,1.92,0.9,NORMAL
2015-01-27 12:00:00,3.95,1006.74,1.07,0.65,NORMAL
2015-01-27 18:00:00,2.66,1011.17,1.53,0.6,NORMAL
2015-01-28 00:00:00,7.65,1005.42,1.37,0.35,NORMAL
2015-01-28 06:00:00,5.72,1005.02,1.98,0.37,NORMAL
2015-01-28 12:00:00,6.79,1014.95,1.33,0.75,NORMAL
2015-01-28 18:00:00,7.68,1010.42,1.84,0.95,NORMAL
2015-01-29 00:00:00,6.96,1010.74,1.21,0.25,NORMAL
2015-01-29 06:00:00,7.37,1006.52,1.37,0.8,NORMAL
2015-01-29 12:00:00,3.48,1013.99,1.29,0.21,NORMAL
2015-01-29 18:00:00,7.86,1014.08,0.53,0.88,NORMAL
2015-01-30 00:00:00,4.75,1006.82,0.66,0.63,NORMAL
2015-01-30 06:00:00,4.92,1011.81,0.71,1.0,NORMAL
2015-01-30 12:00:00,3.88,1007.97,1.71,0.95,NORMAL
2015-01-30 18:00:00,3.53,1005.29,1.44,0.51,NORMAL
2015-01-31 00:00:00,6.83,1008.6,0.66,0.86,NORMAL
2015-01-31 06:00:00,7.84,1006.04,1.29,0.29,NORMAL
2015-01-31 12:00:00,6.17,1013.29,1.72,0.32,NORMAL
2015-01-31 18:00:00,5.24,1008.56,1.03,0.76,NORMAL
2015-02-01 00:00:00,7.89,1007.49,1.12,0.97,NORMAL
2015-02-01 06:00:00,7.37,1013.76,0.82,0.86,NORMAL
2015-02-01 12:00:00,7.05,1013.55,1.59,0.51,NORMAL
2015-02-01 18:00:00,7.13,1005.86,1.15,0.34,NORMAL
2015-02-02 00:00:00,6.64,1013.34,0.87,0.92,NORMAL
2015-02-02 06:00:00,5.05,1008.25,1.1,0.6,NORMAL
2015-02-02 12:00:00,2.68,1012.18,1.23,0.69,NORMAL
2015-02-02 18:00:00,7.19,1007.7,1.17,0.29,NORMAL
2015-02-03 00:00:00,6.42,1013.51,1.79,0.71,NORMAL
2015-02-03 06:00:00,6.73,1008.52,1.52,0.96,NORMAL
2015-02-03 12:00:00,2.11,1014.55,1.55,0.85,NORMAL
2015-02-03 18:00:00,5.57,1008.86,1.61,0.65,NORMAL
2015-02-04 00:00:00,6.46,1014.76,1.71,0.95,NORMAL
2015-02-04 06:00:00,4.82,1006.06,0.86,0.9,NORMAL
2015-02-04 12:00:00,6.42,1012.72,1.85,0.45,NORMAL
2015-02-04 18:00:00,7.27,1013.6,0.58,0.58,NORMAL
2015-02-05 00:00:00,4.71,1005.38,0.95,0.24,NORMAL
2015-02-05 06:00:00,2.09,1006.12,1.0,0.69,NORMAL
2015-02-05 12:00:00,7.51,1008.34,1.39,0.65,NORMAL
2015-02-05 18:00:00,2.09,1013.9,1.48,0.87,NORMAL
2015-02-06 00:00:00,6.15,1014.65,1.15,0.61,NORMAL
2015-02-06 06:00:00,7.75,1006.55,0.65,0.5,NORMAL
2015-02-06 12:00:00,6.86,1007.23,1.22,0.6,NORMAL
2015-02-06 18:00:00,3.89,1011.5,1.08,0.42,NORMAL
2015-02-07 00:00:00,7.32,1008.74,1.74,0.95,NORMAL
2015-02-07 06:00:00,2.5,1008.52,1.78,0.44,NORMAL
2015-02-07 12:00:00,5.27,1005.44,0.92,0.39,NORMAL
2015-02-07 18:00:00,7.2,1011.19,0.94,0.38,NORMAL
2015-02-08 00:00:00,2.94,1012.51,1.98,0.6,NORMAL
2015-02-08 06:00:00,7.05,1007.78,0.62,0.28,NORMAL
2015-02-08 12:00:00,6.97,1009.94,1.5,0.43,NORMAL
2015-02-08 18:00:00,5.62,1013.84,1.6,0.26,NORMAL
2015-02-09 00:00:00,3.47,1011.12,1.99,0.28,NORMAL
2015-02-09 06:00:00,7.68,1013.34,0.91,0.58,NORMAL
2015-02-09 12:00:00,3.96,1007.69,1.24,0.84,NORMAL
2015-02-09 18:00:00,4.62,1005.36,1.73,0.73,NORMAL
2015-02-10 00:00:00,6.02,1009.93,0.52,0.35,NORMAL
2015-02-10 06:00:00,5.74,1013.51,1.1,0.48,NORMAL
2015-02-10 12:00:00,6.89,1012.04,1.49,0.8,NORMAL
2015-02-10 18:00:00,2.9,1009.66,0.65,0.56,NORMAL
2015-02-11 00:00:00,2.14,1013.22,1.21,0.99,NORMAL
2015-02-11 06:00:00,3.94,1006.05,1.15,0.91,NORMAL
2015-02-11 12:00:00,7.03,1010.29,1.98,0.56,NORMAL
2015-02-11 18:00:00,4.13,1008.08,1.74,0.71,NORMAL
2015-02-12 00:00:00,6.45,1014.1,0.69,0.5,NORMAL
2015-02-12 06:00:00,4.53,1006.97,1.1,0.79,NORMAL
2015-02-12 12:00:00,7.07,1010.68,1.25,0.43,NORMAL
2015-02-12 18:00:00,6.51,1008.66,1.41,0.54,NORMAL
2015-02-13 00:00:00,4.81,1009.17,1.82,0.94,NORMAL
2015-02-13 06:00:00,2.47,1007.05,1.27,0.76,NORMAL
2015-02-13 12:00:00,3.59,1012.05,1.47,0.99,NORMAL
2015-02-13 18:00:00,2.38,1011.46,0.87,0.49,NORMAL
2015-02-14 00:00:00,2.3,1005.08,1.6,0.8,NORMAL
2015-02-14 06:00:00,7.71,1008.96,0.88,0.61,NORMAL
2015-02-14 12:00:00,5.58,1006.91,1.45,0.41,NORMAL
2015-02-14 18:00:00,5.32,1008.52,1.52,0.7,NORMAL
2015-02-15 00:00:00,6.5,1011.53,0.99,0.52,NORMAL
2015-02-15 06:00:00,5.12,1012.06,1.28,0.51,NORMAL
2015-02-15 12:00:00,7.19,1007.98,1.75,0.81,NORMAL
2015-02-15 18:00:00,2.87,1009.35,0.73,0.87,NORMAL
2015-02-16 00:00:00,4.79,1007.04,1.91,0.95,NORMAL
2015-02-16 06:00:00,5.97,1010.97,0.58,0.47,NORMAL
2015-02-16 12:00:00,4.51,1008.78,1.91,0.38,NORMAL
2015-02-16 18:00:00,7.46,1009.19,1.43,0.21,NORMAL
2015-02-17 00:00:00,3.3,1012.92,0.85,0.85,NORMAL
2015-02-17 06:00:00,2.52,1007.41,0.75,0.75,NORMAL
2015-02-17 12:00:00,6.93,1006.94,1.58,0.31,NORMAL
2015-02-17 18:00:00,7.26,1014.51,0.76,0.23,NORMAL
2015-02-18 00:00:00,5.86,1012.67,1.41,0.63,NORMAL
2015-02-18 06:00:00,3.15,1010.32,0.99,0.63,NORMAL
2015-02-18 12:00:00,3.62,1010.61,1.27,0.91,NORMAL
2015-02-18 18:00:00,3.64,1009.88,1.89,0.63,NORMAL
2015-02-19 00:00:00,2.18,1012.71,1.92,0.52,NORMAL
2015-02-19 06:00:00,5.19,1011.64,1.26,0.27,NORMAL
2015-02-19 12:00:00,5.9,1011.79,0.53,0.31,NORMAL
2015-02-19 18:00:00,2.55,1008.2,1.49,0.65,NORMAL
2015-02-20 00:00:00,3.21,1010.17,1.72,0.41,NORMAL
2015-02-20 06:00:00,6.39,1006.14,1.62,0.96,NORMAL
2015-02-20 12:00:00,6.58,1008.22,0.69,0.49,NORMAL
2015-02-20 18:00:00,3.34,1007.19,0.97,0.54,NORMAL
2015-02-21 00:00:00,2.73,1014.47,1.19,0.35,NORMAL
2015-02-21 06:00:00,6.58,1006.61,1.89,0.76,NORMAL
2015-02-21 12:00:00,7.79,1005.68,1.93,0.76,NORMAL
2015-02-21 18:00:00,5.16,1007.73,1.35,0.53,NORMAL
2015-02-22 00:00:00,5.63,1008.61,1.02,0.46,NORMAL
2015-02-22 06:00:00,6.26,1006.19,0.83,0.84,NORMAL
2015-02-22 12:00:00,2.55,1007.27,1.56,0.4,NORMAL
2015-02-22 18:00:00,3.86,1008.1,1.08,0.46,NORMAL
2015-02-23 00:00:00,2.28,1009.42,1.62,0.45,NORMAL
2015-02-23 06:00:00,6.34,1007.98,1.68,0.35,NORMAL
2015-02-23 12:00:00,5.9,1012.9,1.82,0.73,NORMAL
2015-02-23 18:00:00,2.92,1007.22,1.36,0.52,NORMAL
2015-02-24 00:00:00,5.17,1006.41,1.75,0.44,NORMAL
2015-02-24 06:00:00,4.34,1013.4,0.93,0.49,NORMAL
2015-02-24 12:00:00,2.24,1009.17,0.59,0.29,NORMAL
2015-02-24 18:00:00,3.79,1009.47,1.15,0.86,NORMAL
2015-02-25 00:00:00,2.5,1013.48,1.86,0.22,NORMAL
2015-02-25 06:00:00,5.68,1008.4,1.69,0.62,NORMAL
2015-02-25 12:00:00,4.01,1013.08,1.32,0.63,NORMAL
2015-02-25 18:00:00,5.84,1010.83,1.44,0.78,NORMAL
2015-02-26 00:00:00,7.69,1005.95,1.48,0.49,NORMAL
2015-02-26 06:00:00,7.18,1006.99,0.99,0.76,NORMAL
2015-02-26 12:00:00,5.24,1010.46,0.73,0.99,NORMAL
2015-02-26 18:00:00,6.15,1006.89,1.56,0.66,NORMAL
2015-02-27 00:00:00,6.95,1009.6,1.63,0.78,NORMAL
2015-02-27 06:00:00,6.44,1014.29,0.52,0.99,NORMAL
2015-02-27 12:00:00,6.17,1009.87,0.95,0.62,NORMAL
2015-02-27 18:00:00,7.07,1013.53,0.8,0.99,NORMAL
2015-02-28 00:00:00,2.34,1012.2,1.83,0.45,NORMAL
2015-02-28 06:00:00,3.9,1012.2,1.12,0.57,NORMAL
2015-02-28 12:00:00,5.88,1009.38,0.84,0.24,NORMAL
2015-02-28 18:00:00,5.72,1013.14,1.37,0.57,NORMAL
2015-03-01 00:00:00,7.8,1014.38,0.97,0.73,NORMAL
2015-03-01 06:00:00,7.32,1006.52,1.9,0.84,NORMAL
2015-03-01 12:00:00,4.24,1012.76,0.61,0.79,NORMAL
2015-03-01 18:00:00,2.81,1010.11,1.15,0.21,NORMAL
2015-03-02 00:00:00,7.51,1012.39,1.79,0.63,NORMAL
2015-03-02 06:00:00,3.16,1006.57,0.54,0.34,NORMAL
2015-03-02 12:00:00,5.26,1007.2,0.91,0.64,NORMAL
2015-03-02 18:00:00,7.19,1008.06,0.58,0.28,NORMAL
2015-03-03 00:00:00,5.05,1013.19,0.96,0.91,NORMAL
2015-03-03 06:00:00,7.84,1013.49,1.74,0.39,NORMAL
2015-03-03 12:00:00,2.77,1009.78,0.84,0.74,NORMAL
2015-03-03 18:00:00,6.94,1013.28,1.05,0.9,NORMAL
2015-03-04 00:00:00,7.18,1012.52,0.59,0.34,NORMAL
2015-03-04 06:00:00,2.82,1008.38,1.6,0.28,NORMAL
2015-03-04 12:00:00,3.27,1011.91,1.23,0.52,NORMAL
2015-03-04 18:00:00,7.98,1011.57,0.77,0.6,NORMAL
2015-03-05 00:00:00,4.07,1008.75,1.12,0.29,NORMAL
2015-03-05 06:00:00,2.67,1005.7,1.03,0.74,NORMAL
2015-03-05 12:00:00,3.32,1014.16,0.61,0.63,NORMAL
2015-03-05 18:00:00,6.45,1005.55,1.63,0.96,NORMAL
2015-03-06 00:00:00,7.22,1013.91,1.75,0.99,NORMAL
2015-03-06 06:00:00,2.18,1013.44,1.31,0.46,NORMAL
2015-03-06 12:00:00,6.94,1005.25,1.28,0.24,NORMAL
2015-03-06 18:00:00,5.72,1011.25,2.0,0.52,NORMAL
2015-03-07 00:00:00,4.04,1013.33,1.3,0.21,NORMAL
2015-03-07 06:00:00,6.04,1006.03,0.78,0.37,NORMAL
2015-03-07 12:00:00,7.45,1009.54,1.68,0.32,NORMAL
2015-03-07 18:00:00,7.84,1010.31,1.53,0.47,NORMAL
2015-03-08 00:00:00,4.63,1012.23,1.5,0.91,NORMAL
2015-03-08 06:00:00,2.28,1013.86,1.7,0.45,NORMAL
2015-03-08 12:00:00,3.29,1008.7,0.74,0.79,NORMAL
2015-03-08 18:00:00,3.97,1010.73,0.97,0.23,NORMAL
2015-03-09 00:00:00,7.22,1014.6,0.6,0.58,NORMAL
2015-03-09 06:00:00,3.16,1013.6,1.68,0.71,NORMAL
2015-03-09 12:00:00,6.18,1005.35,0.55,0.39,NORMAL
2015-03-09 18:00:00,7.24,1013.88,1.24,0.43,NORMAL
2015-03-10 00:00:00,5.08,1011.5,1.36,0.78,NORMAL
2015-03-10 06:00:00,3.61,1006.54,0.5,0.29,NORMAL
2015-03-10 12:00:00,6.35,1007.26,1.78,0.44,NORMAL
2015-03-10 18:00:00,3.08,1005.14,1.89,0.21,NORMAL
2015-03-11 00:00:00,7.19,1005.56,0.62,0.75,NORMAL
2015-03-11 06:00:00,6.33,1010.65,1.44,0.8,NORMAL
2015-03-11 12:00:00,6.94,1007.42,0.89,0.99,NORMAL
2015-03-11 18:00:00,6.16,1007.21,1.38,0.74,NORMAL
2015-03-12 00:00:00,6.45,1011.13,0.95,0.45,NORMAL
2015-03-12 06:00:00,4.7,1007.68,1.81,0.97,NORMAL
2015-03-12 12:00:00,6.42,1007.59,1.13,1.0,NORMAL
2015-03-12 18:00:00,2.76,1005.38,1.24,0.26,NORMAL
2015-03-13 00:00:00,2.51,1014.81,1.57,0.62,NORMAL
2015-03-13 06:00:00,7.42,1012.41,1.85,0.77,NORMAL
2015-03-13 12:00:00,4.08,1007.2,0.98,0.47,NORMAL
2015-03-13 18:00:00,5.11,1006.74,1.64,0.57,NORMAL
2015-03-14 00:00:00,7.57,1012.77,1.08,0.44,NORMAL
2015-03-14 06:00:00,7.31,1005.04,0.82,0.47,NORMAL
2015-03-14 12:00:00,5.11,1014.05,0.96,0.44,NORMAL
2015-03-14 18:00:00,2.91,1012.32,0.89,0.53,NORMAL
2015-03-15 00:00:00,4.87,1006.15,1.51,0.57,NORMAL
2015-03-15 06:00:00,4.86,1006.86,1.82,0.22,NORMAL
2015-03-15 12:00:00,5.15,1010.57,0.61,0.83,NORMAL
2015-03-15 18:00:00,2.52,1005.93,0.71,0.84,NORMAL
2015-03-16 00:00:00,7.04,1010.98,1.29,0.31,NORMAL
2015-03-16 06:00:00,5.07,1008.66,1.75,0.74,NORMAL
2015-03-16 12:00:00,2.64,1006.29,0.74,0.69,NORMAL
2015-03-16 18:00:00,7.62,1010.3,1.83,0.73,NORMAL
2015-03-17 00:00:00,3.68,1014.72,0.58,0.65,NORMAL
2015-03-17 06:00:00,2.89,1011.67,1.6,0.44,NORMAL
2015-03-17 12:00:00,6.94,1013.83,1.49,0.91,NORMAL
2015-03-17 18:00:00,5.74,1011.09,1.01,0.25,NORMAL
2015-03-18 00:00:00,6.97,1007.43,1.07,0.48,NORMAL
2015-03-18 06:00:00,7.44,1005.52,1.2,0.67,NORMAL
2015-03-18 12:00:00,5.45,1009.95,1.45,0.2,NORMAL
2015-03-18 18:00:00,7.43,1009.45,0.78,0.67,NORMAL
2015-03-19 00:00:00,5.88,1006.29,1.51,0.34,NORMAL
2015-03-19 06:00:00,3.54,1008.94,1.13,0.42,NORMAL
2015-03-19 12:00:00,4.74,1005.45,1.04,0.71,NORMAL
2015-03-19 18:00:00,5.71,1010.82,1.74,0.88,NORMAL
2015-03-20 00:00:00,2.95,1013.91,1.27,0.61,NORMAL
2015-03-20 06:00:00,6.41,1006.95,1.72,0.89,NORMAL
2015-03-20 12:00:00,4.98,1008.01,0.82,0.67,NORMAL
2015-03-20 18:00:00,6.15,1012.44,1.13,0.74,NORMAL
2015-03-21 00:00:00,2.72,1006.18,1.22,0.3,NORMAL
2015-03-21 06:00:00,3.97,1006.67,1.18,0.91,NORMAL
2015-03-21 12:00:00,2.62,1009.05,0.85,0.52,NORMAL
2015-03-21 18:00:00,6.31,1014.72,1.04,0.61,NORMAL
2015-03-22 00:00:00,7.77,1007.93,0.81,0.33,NORMAL
2015-03-22 06:00:00,5.39,1007.57,1.86,0.23,NORMAL
2015-03-22 12:00:00,4.51,1012.87,1.04,0.58,NORMAL
2015-03-22 18:00:00,3.02,1014.03,1.67,0.3,NORMAL
2015-03-23 00:00:00,4.18,1010.39,1.46,0.26,NORMAL
2015-03-23 06:00:00,2.85,1013.3,1.14,0.24,NORMAL
2015-03-23 12:00:00,3.25,1005.52,1.02,0.54,NORMAL
2015-03-23 18:00:00,4.16,1014.42,1.07,0.76,NORMAL
2015-03-24 00:00:00,5.35,1012.72,1.52,0.69,NORMAL
2015-03-24 06:00:00,2.8,1006.33,0.62,0.96,NORMAL
2015-03-24 12:00:00,4.05,1006.48,1.83,0.43,NORMAL
2015-03-24 18:00:00,4.03,1012.89,1.66,0.59,NORMAL
2015-03-25 00:00:00,4.58,1013.0,1.32,0.74,NORMAL
2015-03-25 06:00:00,6.5,1013.82,0.72,0.67,NORMAL
2015-03-25 12:00:00,7.16,1005.31,1.72,0.27,NORMAL
2015-03-25 18:00:00,6.22,1010.47,0.99,0.65,NORMAL
2015-03-26 00:00:00,7.71,1008.38,0.98,0.25,NORMAL
2015-03-26 06:00:00,6.72,1011.4,1.86,0.91,NORMAL
2015-03-26 12:00:00,7.4,1011.46,2.0,0.41,NORMAL
2015-03-26 18:00:00,6.81,1009.58,1.04,0.85,NORMAL
2015-03-27 00:00:00,5.73,1008.43,1.71,0.82,NORMAL
2015-03-27 06:00:00,3.65,1012.2,1.47,0.71,NORMAL
2015-03-27 12:00:00,4.27,1010.22,1.7,0.51,NORMAL
2015-03-27 18:00:00,2.78,1011.85,1.57,0.5,NORMAL
2015-03-28 00:00:00,3.14,1006.44,0.65,0.73,NORMAL
2015-03-28 06:00:00,2.94,1014.86,1.81,0.77,NORMAL
2015-03-28 12:00:00,6.35,1007.75,1.21,0.54,NORMAL
2015-03-28 18:00:00,2.3,1014.52,2.0,0.62,NORMAL
2015-03-29 00:00:00,6.86,1011.06,0.97,0.9,NORMAL
2015-03-29 06:00:00,2.37,1005.99,0.5,0.77,NORMAL
2015-03-29 12:00:00,2.55,1005.29,0.81,0.92,NORMAL
2015-03-29 18:00:00,2.84,1011.5,1.21,0.26,NORMAL
2015-03-30 00:00:00,7.38,1014.99,0.94,0.96,NORMAL
2015-03-30 06:00:00,6.77,1007.05,1.35,0.95,NORMAL
2015-03-30 12:00:00,7.81,1009.71,0.85,0.37,NORMAL
2015-03-30 18:00:00,7.94,1007.48,1.52,0.67,NORMAL
2015-03-31 00:00:00,7.57,1011.8,0.84,0.98,NORMAL
2015-03-31 06:00:00,2.94,1012.17,1.35,0.85,NORMAL
2015-03-31 12:00:00,4.63,1012.32,1.13,0.83,NORMAL
2015-03-31 18:00:00,3.26,1009.61,1.12,0.58,NORMAL
2015-04-01 00:00:00,2.63,1005.82,1.96,0.54,NORMAL
2015-04-01 06:00:00,2.32,1014.2,1.82,0.54,NORMAL
2015-04-01 12:00:00,4.28,1012.04,1.89,0.6,NORMAL
2015-04-01 18:00:00,3.26,1005.41,1.05,0.71,NORMAL
2015-04-02 00:00:00,3.81,1013.49,1.49,0.73,NORMAL
2015-04-02 06:00:00,7.08,1009.3,0.7,0.52,NORMAL
2015-04-02 12:00:00,5.0,1005.28,1.09,0.9,NORMAL
2015-04-02 18:00:00,7.88,1010.68,0.7,0.24,NORMAL
2015-04-03 00:00:00,3.08,1013.17,0.64,0.34,NORMAL
2015-04-03 06:00:00,4.8,1006.99,0.6,0.99,NORMAL
2015-04-03 12:00:00,2.65,1006.46,1.65,0.82,NORMAL
2015-04-03 18:00:00,6.9,1014.46,0.8,0.22,NORMAL
2015-04-04 00:00:00,4.91,1011.97,0.94,0.34,NORMAL
2015-04-04 06:00:00,5.06,1005.17,0.91,0.73,NORMAL
2015-04-04 12:00:00,6.72,1012.29,1.71,0.99,NORMAL
2015-04-04 18:00:00,3.53,1005.32,0.63,0.84,NORMAL
2015-04-05 00:00:00,5.63,1009.53,0.96,0.25,NORMAL
2015-04-05 06:00:00,4.79,1012.84,1.52,0.45,NORMAL
2015-04-05 12:00:00,6.66,1009.69,1.83,0.6,NORMAL
2015-04-05 18:00:00,6.27,1006.63,1.46,0.33,NORMAL
2015-04-06 00:00:00,6.98,1006.09,1.92,0.55,NORMAL
2015-04-06 06:00:00,4.47,1011.99,0.64,0.58,NORMAL
2015-04-06 12:00:00,6.3,1010.45,1.03,0.41,NORMAL
2015-04-06 18:00:00,7.65,1008.19,0.9,0.55,NORMAL
2015-04-07 00:00:00,2.74,1009.31,0.52,0.77,NORMAL
2015-04-07 06:00:00,4.62,1014.83,1.46,0.95,NORMAL
2015-04-07 12:00:00,3.64,1008.46,1.34,0.78,NORMAL
